source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99630,3,12,0.156367,0.150215,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99630,3,12,0.156367,0.150867,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99630,3,12,0.15405,0.147712,0.057583,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99630,3,12,0.169933,0.159206,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99630,3,12,0.157933,0.157933,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99631,3,12,0.169933,0.168112,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99631,3,12,0.169933,0.16334,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99631,3,12,0.169933,0.168112,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99631,3,12,0.169933,0.163158,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99631,3,12,0.157933,0.157933,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99632,3,12,0.15405,0.149606,0.057583,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99632,3,12,0.169933,0.150929,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99632,3,12,0.176983,0.160997,0.03465,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99632,3,12,0.166683,0.157137,0.04495,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99632,3,12,0.169933,0.163794,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99633,3,12,0.169933,0.165594,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99633,3,12,0.169933,0.164208,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99633,3,12,0.169933,0.167764,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99633,3,12,0.169933,0.150408,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99633,3,12,0.157933,0.155007,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99634,3,12,0.169933,0.163933,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99634,3,12,0.157933,0.157933,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99634,3,12,0.169933,0.166933,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99634,3,12,0.174683,0.167406,0.03695,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99634,3,12,0.157933,0.157933,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99635,3,12,0.15415,0.15415,0.057483,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99635,3,12,0.15415,0.15415,0.057483,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99635,3,12,0.15415,0.15415,0.057483,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99635,3,12,0.163917,0.160661,0.047717,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99635,3,12,0.166783,0.166783,0.04485,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99636,3,12,0.169933,0.167635,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99636,3,12,0.169933,0.165756,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99636,3,12,0.169933,0.165756,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99636,3,12,0.1486,0.142871,0.063033,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99636,3,12,0.160333,0.160333,0.0513,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99637,3,12,0.169933,0.155893,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99637,3,12,0.156367,0.151292,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99637,3,12,0.152617,0.147096,0.059017,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99637,3,12,0.1486,0.130719,0.063033,0,1,3218
