source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99234,3,12,0.808319,0.808319,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99235,3,12,0.036877,0.036877,1.781863,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99235,3,12,0.080498,0.047782,1.738242,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99235,3,12,0.808319,0.486885,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99235,3,12,0.544898,0.511311,1.273842,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99235,3,12,1.040007,0.957488,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99236,3,12,0.219329,0.087856,1.599411,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99236,3,12,0.061562,0.061562,1.757178,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99236,3,12,0.061562,0.061562,1.757178,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99236,3,12,0.808319,0.808319,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99236,3,12,1.362119,1.362119,0.456621,1,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99237,3,12,0.058808,0.037486,1.759932,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99237,3,12,0.041311,0.036508,1.777428,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99237,3,12,0.035548,0.035548,1.783192,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99237,3,12,0.14186,0.14186,1.67688,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99237,3,12,1.040007,0.839,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99238,3,12,0.219329,0.141204,1.599411,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99238,3,12,0.178527,0.056277,1.640213,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99238,3,12,0.439653,0.201755,1.379087,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99238,3,12,0.299141,0.199655,1.519599,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99238,3,12,1.362119,1.362119,0.456621,1,1,380
