dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,17,98.8492,79.2431,1.1508,1,4,4,0,7,19037,0.2138
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,17,98.8492,83.1213,1.1508,1,3,2,0,7,20076,0.2138
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,17,98.8492,83.1213,1.1508,1,3,2,0,7,20076,0.2138
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,17,98.8492,83.1213,1.1508,1,3,2,0,7,20076,0.2138
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,17,98.8492,83.1213,1.1508,1,3,2,0,7,20076,0.2138
real_buchwald_hartwig,gp_ucb,18,98.2872,98.2872,1.7128,1,0,0,0,0,0,0.2213
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,18,98.2872,98.2872,1.7128,1,2,2,0,7,16091,0.2213
real_buchwald_hartwig,gp_ucb,19,88.4449,84.5234,11.5551,0,0,0,0,0,0,0.241
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,19,86.1051,84.1588,13.8949,0,2,1,1,7,4773,0.241
