source_dataset,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_observations,source_inducing_points,pair_id,split
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71023,2,13,100.0,69.230769,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71023,2,13,100.0,55.009615,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71024,2,13,25.0,9.75,75.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71024,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71024,2,13,100.0,53.942308,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71025,2,13,51.25,14.663462,48.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71025,2,13,100.0,69.230769,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71025,2,13,100.0,85.384615,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71026,2,13,91.25,65.490385,8.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71026,2,13,100.0,69.230769,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71026,2,13,38.75,22.423077,61.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71027,2,13,40.625,19.423077,59.375,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71027,2,13,100.0,92.548077,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71027,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
